Date,Change in cases,Recent cases,Total cases,"Total cases  per 100,000",Total hospitalized,Total deaths,New tests,Daily % positive,Total tests,"Total tests  tests per 100,000",At least one dose,At least one dose % of Ontario  population,Completed primary series,Completed primary series % of Ontario  population
"March 27, 2022",1741,24545,1155046,7839.3,43470,12405,6243,17.9,23460850,7839.3,12516273,84.9,12042021,81.7
"March 28, 2022",1610,25278,1156656,7850.2,43546,12414,12302,14.4,23473152,7850.2,12516762,85,12043182,81.7
"March 29, 2022",2814,25640,1159470,7869.3,43619,12427,17309,15.1,23490461,7869.3,12517503,85,12044961,81.7
"March 30, 2022",3139,26321,1162609,7890.6,43685,12433,18318,16.0,23508779,7890.6,12518183,85,12046825,81.8
"March 31, 2022",3519,26868,1166128,7914.5,43751,12451,17468,16.4,23526247,7914.5,12518998,85,12048674,81.8
"April 1, 2022",3233,27526,1169361,7936.5,43818,12460,16001,17.1,23542248,7936.5,12519869,85,12050823,81.8
"April 2, 2022",3077,28748,1172438,7957.4,43884,12470,14095,16.7,23556343,7957.4,12520718,85,12053335,81.8
"April 3, 2022",2248,29674,1174686,7972.6,43922,12470,11195,19.0,23567538,7972.6,12521110,85,12054312,81.8
"April 4, 2022",1991,30976,1176677,7986.1,44016,12479,14474,18.0,23582012,7986.1,12521683,85,12055293,81.8
"April 5, 2022",3444,32280,1180121,8009.5,44133,12511,21553,18.0,23603565,8009.5,12522388,85,12056723,81.8
"April 6, 2022",4224,32962,1184345,8038.2,44252,12527,21347,17.2,23624912,8038.2,12523132,85,12058349,81.8
"April 7, 2022",4295,34053,1188640,8067.3,44418,12537,17565,19.0,23642477,8067.3,12523929,85,12059869,81.9
"April 8, 2022",3797,35454,1192437,8093.1,44529,12548,18678,18.4,23661155,8093.1,12524895,85,12061759,81.9
"April 9, 2022",3481,36713,1195918,8116.7,44600,12563,16816,17.6,23677971,8116.7,12525888,85,12064057,81.9
"April 10, 2022",2401,37804,1198319,8133,44647,12566,12149,17.6,23690120,8133,12526296,85,12064894,81.9
"April 11, 2022",2300,38969,1200619,8148.6,44738,12570,14183,18.7,23704303,8148.6,-,-,-,-
"April 12, 2022",3833,40291,1204452,8174.6,44870,12583,23618,17.5,23727921,8174.6,-,-,-,-
"April 13, 2022",4589,40699,1209041,8205.8,44970,12606,23046,18.1,23750967,8205.8,-,-,-,-
"April 14, 2022",4332,41585,1213373,8235.2,45078,12619,20538,18.8,23771505,8235.2,-,-,-,-
"April 15, 2022",4201,43109,1217574,8263.7,45158,12629,19282,18.5,23790787,8263.7,-,-,-,-
"April 16, 2022",2450,44068,1220024,8280.3,45215,12630,10451,19.5,23801238,8280.3,-,-,-,-
"April 17, 2022",2219,45174,1222243,8295.4,45266,12632,10060,18.7,23811298,8295.4,-,-,-,-
"April 18, 2022",1218,45544,1223461,8303.7,45338,12633,15322,17.9,23826620,8303.7,-,-,-,-
